Symbol,Sector,PE_Ratio
MREK,Utilities,298.376801
JVNT,Health Care,65.711296
RSNR,Industrials,464.682373
LKBX,Industrials,-317.268311
BLLJ,Information Technology,300.814758
AJAU,Real Estate,-2.585345
IUMC,Financials,-49.437698
NEDD,Financials,-154.623978
JPLD,Utilities,-397.716888
KHXH,Industrials,364.660278
TUUY,Telecommunication Services,-125.911041
JFVL,Telecommunication Services,445.751892
KXBV,Industrials,-336.874908
QJXR,Energy,330.780640
OGNO,Energy,273.356964
HWZY,Consumer Staples,-479.278076
HBNX,Real Estate,-427.308136
GVUK,Information Technology,-284.642090
FTMS,Information Technology,192.228882
FEHN,Financials,-429.197388
FZFU,Real Estate,499.406982
VPBS,Energy,28.123417
UCEO,Industrials,436.819641
NIOX,Industrials,365.101440
WBPQ,Energy,-276.758484
LJRS,Health Care,30.939756
SPJT,Telecommunication Services,181.454605
BZZY,Utilities,-476.198456
KGMT,Health Care,140.246796
DBYZ,Information Technology,-222.205231
JFKP,Information Technology,222.727982
ZJZV,Consumer Discretionary,-89.614731
TCRN,Utilities,-148.503922
MWIQ,Real Estate,324.315247
JGNV,Consumer Discretionary,-299.960724
RCBN,Consumer Discretionary,457.895447
JFWL,Health Care,387.793335
DXDV,Utilities,-59.348064
DCIB,Consumer Discretionary,-370.198669
NGYR,Health Care,-157.980499
NFWJ,Industrials,169.500687
NRLQ,Energy,-395.039368
JRBI,Energy,-373.775177
HURS,Utilities,-330.335938
HVKM,Telecommunication Services,195.562088
GEWO,Telecommunication Services,217.099030
XTON,Health Care,121.459183
BJHK,Information Technology,473.596039
QYDR,Utilities,281.355469
ZVXJ,Financials,326.432770
JHLF,Financials,408.878754
USFK,Consumer Staples,-80.775505
MVHU,Industrials,56.037415
VBVI,Telecommunication Services,329.336731
RUME,Energy,39.154423
BBJX,Financials,-361.955963
CVDB,Telecommunication Services,219.492111
CAHN,Consumer Staples,-134.224640
PZBP,Health Care,136.877289
TZBX,Health Care,-297.111237
PSMS,Telecommunication Services,107.326210
JNDL,Health Care,-359.586121
QYSH,Telecommunication Services,444.246490
ROVT,Health Care,96.177742
HOEJ,Telecommunication Services,158.941772
TORW,Health Care,383.185089
IENL,Information Technology,-253.398117
VIXD,Consumer Staples,-409.518829
NUII,Information Technology,-257.481598
FFQQ,Real Estate,-179.722916
HIEQ,Consumer Discretionary,1.901150
HHYT,Industrials,136.094696
NURA,Information Technology,-366.155701
ZMYC,Utilities,405.052094
YOGF,Financials,-143.684708
IAFN,Industrials,84.650566
JZGI,Energy,419.074219
SRAW,Utilities,439.783508
ZAYO,Consumer Staples,-299.610138
LRSW,Energy,-247.815796
CCGC,Energy,-184.642624
VIPJ,Energy,92.989258
MSVN,Utilities,-404.211365
JUAD,Utilities,-0.047700
SFDL,Information Technology,470.670624
GABU,Consumer Staples,-32.861965
UCNN,Health Care,17.313913
XEFY,Information Technology,-148.054657
UECJ,Consumer Staples,-321.999359
HJBO,Consumer Staples,-2.625538
FUZW,Telecommunication Services,436.774414
HRNJ,Utilities,17.501083
UHXQ,Consumer Staples,179.535110
GFKI,Information Technology,-191.480789
INPZ,Energy,-241.382919
MNBF,Telecommunication Services,-110.079376
DILF,Consumer Discretionary,244.877045
WBDY,Industrials,0.062319
HQAX,Consumer Staples,119.669121
YITB,Consumer Discretionary,379.968964
NXSO,Consumer Discretionary,454.465027
QLRG,Information Technology,-118.570145
HHGV,Utilities,8.737175
RCIH,Consumer Staples,496.863281
TRUR,Energy,417.593811
OKDW,Energy,-198.310532
VHZW,Financials,-306.244995
MALJ,Telecommunication Services,340.617828
VDEY,Consumer Discretionary,324.971344
ESKW,Telecommunication Services,461.323578
MFVX,Financials,124.389603
QLGN,Utilities,-307.966553
KFPZ,Consumer Discretionary,-475.859436
NKKX,Health Care,433.932068
GHIB,Telecommunication Services,-174.282730
AVBF,Telecommunication Services,172.545029
ATGP,Energy,-150.313553
UCZP,Information Technology,-71.694756
VVKT,Financials,-59.982758
UONF,Consumer Staples,-420.459991
CTVS,Consumer Staples,383.323181
DTVA,Financials,-451.994751
NWMM,Industrials,-289.404999
KYYU,Information Technology,-359.386627
HKAF,Telecommunication Services,-315.988251
YUXJ,Consumer Staples,-133.882385
CHWF,Consumer Staples,-439.123322
SLUU,Telecommunication Services,212.287552
SBRS,Information Technology,-297.426880
UVSB,Information Technology,-316.801331
TXKW,Industrials,-445.397858
LDZO,Telecommunication Services,-201.732681
DCHU,Utilities,47.831905
BBGN,Health Care,237.094727
LJLJ,Consumer Discretionary,-252.281906
ZMHK,Telecommunication Services,-169.628860
AAVL,Industrials,-380.083984
ERRM,Consumer Discretionary,193.672073
DPPZ,Telecommunication Services,-378.982422
NZNZ,Financials,19.782158
RHOG,Telecommunication Services,54.754662
MINJ,Industrials,159.362625
VKXD,Financials,-104.836479
KPUM,Consumer Staples,366.287598
CHTU,Industrials,-443.946716
NCKK,Telecommunication Services,-390.527008
EPQG,Telecommunication Services,-330.712524
NVIS,Energy,-411.771423
ACPC,Telecommunication Services,240.294174
SHBC,Utilities,-67.057068
FUSX,Telecommunication Services,380.010193
ODBY,Industrials,-278.390991
KKTO,Health Care,-60.962372
YXAA,Financials,186.375900
GACK,Real Estate,-115.181831
UEJO,Energy,-408.957336
ORHI,Energy,31.931150
JYLW,Real Estate,-396.007965
XKJC,Industrials,97.588730
HMOD,Financials,-328.746307
AKRQ,Industrials,137.526321
RDRE,Information Technology,-236.373062
LVYH,Industrials,-185.680099
ZVIO,Energy,151.466141
WHRA,Information Technology,287.175720
EECS,Industrials,-388.605225
NPMO,Utilities,289.953339
ORCO,Telecommunication Services,-185.741379
XGBM,Utilities,492.594696
UCCG,Energy,138.998993
JEOT,Energy,241.225342
SSNL,Consumer Discretionary,61.086002
QLTW,Telecommunication Services,-196.797577
DOOC,Health Care,235.969421
RHOH,Consumer Discretionary,-498.716797
ILGM,Health Care,461.899292
TYIN,Information Technology,250.484085
WLMO,Consumer Staples,-120.034058
YBIG,Utilities,482.321289
EGCT,Information Technology,36.065250
XTYU,Financials,-221.796021
UFWF,Energy,308.842651
EBMQ,Health Care,-487.927063
QKDH,Health Care,293.283203
EYBH,Financials,222.716812
DYUZ,Information Technology,86.639977
ROVW,Real Estate,274.808685
RKAU,Consumer Discretionary,-202.519852
GKCN,Real Estate,-472.946442
ADLC,Information Technology,-100.544571
RJRM,Financials,-49.488297
EEPB,Information Technology,483.871735
RIGN,Telecommunication Services,92.293312
KHXD,Utilities,-158.914948
ALYI,Information Technology,374.439270
TSEP,Telecommunication Services,458.729034
TJBV,Real Estate,-391.674316
MGMD,Utilities,-178.368576
QNOQ,Financials,-496.409180
OTEA,Consumer Staples,-38.323467
TNNR,Health Care,-85.910645
VRPG,Energy,409.682861
GVKW,Energy,-367.437805
BPTU,Consumer Discretionary,482.883698
RXDP,Telecommunication Services,462.944183
PSNZ,Telecommunication Services,-204.913116
GXHK,Health Care,-128.471176
BENZ,Real Estate,447.361664
EYJI,Energy,163.191315
MHVJ,Energy,-401.356018
JKCI,Industrials,-169.091614
RZZY,Utilities,-174.649734
LMEI,Consumer Staples,-216.598465
GJFM,Telecommunication Services,-124.248268
DFCS,Industrials,-472.202698
WJZL,Telecommunication Services,-148.034180
BSKF,Energy,-426.084717
YSNP,Consumer Staples,155.391861
WRBA,Information Technology,297.600616
OKCP,Health Care,-44.620045
SIPV,Consumer Discretionary,284.667389
WYIH,Energy,-469.394135
VDNV,Consumer Discretionary,-69.127724
PFSF,Real Estate,116.797295
NFZM,Industrials,309.984314
PCRT,Consumer Discretionary,160.098633
LUPR,Utilities,289.679108
SLFS,Consumer Staples,359.819366
EZXD,Financials,163.718643
FIGB,Industrials,-249.357559
AYWT,Utilities,171.298874
RVMY,Industrials,-337.613312
NCZI,Real Estate,78.930206
YYXC,Telecommunication Services,365.613556
LXLF,Utilities,465.062469
ZFRY,Industrials,-278.137268
DWSM,Health Care,-325.710052
PKSL,Real Estate,-176.340469
JZPD,Real Estate,160.076630
ZHLQ,Financials,485.380890
VSRX,Consumer Discretionary,-110.180489
LYQK,Consumer Staples,50.043427
IARZ,Telecommunication Services,480.479248
TMBU,Information Technology,409.832367
TYHZ,Energy,475.968506
MLTF,Energy,-250.689682
AXKT,Industrials,-380.141113
YXDP,Consumer Staples,-393.838684
SYJF,Information Technology,210.554306
TGBO,Industrials,301.157928
HVYM,Real Estate,-320.793030
WDGQ,Financials,319.427277
OGLY,Consumer Staples,-216.528732
ENMP,Financials,-206.039276
BHLF,Information Technology,-231.928497
KGDP,Telecommunication Services,387.995544
LXHR,Real Estate,468.704498
ORZJ,Consumer Staples,72.095642
LRNK,Consumer Staples,467.360168
RKTJ,Information Technology,-64.539749
KGEC,Consumer Staples,407.304321
YGBN,Financials,315.062256
RYPB,Information Technology,-16.940550
CGOC,Health Care,411.685486
FGDG,Consumer Staples,4.025910
MRMO,Utilities,323.161499
URZU,Telecommunication Services,-231.376053
EHQP,Information Technology,-25.324350
AJSW,Consumer Discretionary,186.287704
DMDJ,Telecommunication Services,126.795830
MYKC,Information Technology,-174.733170
WLWQ,Information Technology,-375.550629
WFMC,Energy,-298.691498
AMVF,Utilities,181.142059
MEVR,Energy,271.981903
GCAR,Consumer Staples,355.842743
EHKE,Utilities,-150.978455
HIMG,Telecommunication Services,-91.018005
VGJP,Utilities,-33.022217
OOKK,Information Technology,-284.846863
EBIZ,Consumer Discretionary,-185.630997
XUNR,Consumer Staples,234.410385
GZBK,Consumer Discretionary,-84.855675
OFCF,Telecommunication Services,-466.135559
JNVS,Consumer Staples,-245.905396
WVZB,Financials,-94.420029
EGJH,Information Technology,17.772514
VWIN,Consumer Staples,378.257019
XXUR,Health Care,-329.711426
AENY,Real Estate,-282.702118
KCKH,Energy,-302.074554
CYGY,Information Technology,304.077209
ZUBI,Industrials,-233.673691
NJHF,Health Care,468.846771
LPQF,Real Estate,-133.674942
VGUF,Telecommunication Services,-122.945984
UJRW,Consumer Staples,-270.894928
BVFE,Consumer Staples,-234.067444
NCPO,Energy,-314.562683
HITZ,Consumer Staples,141.343887
FBPJ,Utilities,34.437515
LEJQ,Real Estate,261.853210
JPHA,Utilities,-428.768677
FFSS,Utilities,-367.205566
MVXM,Energy,-192.830231
NVQZ,Consumer Staples,307.879272
WWVP,Information Technology,83.210670
ZCQJ,Energy,431.479340
JVBU,Consumer Staples,138.438034
ZUXU,Consumer Discretionary,-292.362946
DPRK,Financials,111.604752
ODJV,Consumer Staples,331.264099
JEFC,Consumer Discretionary,-302.025940
EQWZ,Information Technology,438.758392
PBRZ,Consumer Staples,-297.927673
UHPO,Consumer Discretionary,-90.255684
GZDB,Industrials,-485.290588
XRAQ,Consumer Staples,-188.895233
NGVV,Industrials,26.860134
KOII,Industrials,-259.642029
NIID,Consumer Staples,153.227081
AUDH,Utilities,-327.128815
VLUH,Health Care,-197.141724
ATTB,Telecommunication Services,-68.123230
UXMF,Financials,-84.632866
AHAV,Telecommunication Services,226.116821
YJSJ,Industrials,-312.584167
ZNVG,Utilities,-242.407089
WCBP,Telecommunication Services,411.833740
RFCP,Consumer Discretionary,235.657944
HMXZ,Financials,-218.098267
WKTC,Health Care,450.329773
ZDND,Energy,474.999908
MIUS,Financials,-125.177681
SECN,Health Care,-270.116028
ZYJB,Utilities,165.118134
NXUJ,Consumer Staples,396.733307
WLOO,Consumer Staples,188.932800
NGLG,Industrials,162.410782
AKDH,Financials,-180.009918
GYCD,Financials,-371.341492
WOKV,Financials,97.549423
BKQC,Consumer Staples,-310.335388
RYST,Information Technology,408.112457
HADA,Health Care,-93.143410
NRUF,Industrials,-283.779022
RRHR,Information Technology,-256.821411
QLCI,Utilities,-5.787530
XESA,Health Care,-34.308083
DJEI,Financials,-99.978485
LLIB,Telecommunication Services,-322.852203
RXPI,Consumer Staples,-320.180664
QQDX,Telecommunication Services,-186.128754
NRZM,Financials,-266.822388
VARL,Financials,103.899170
EJDA,Financials,481.184479
MNTV,Real Estate,19.492111
MXUX,Consumer Discretionary,139.549911
ZIAR,Utilities,322.050812
JZTC,Utilities,429.876068
DDJC,Telecommunication Services,-358.843536
QMNF,Industrials,190.545639
MRTQ,Energy,-298.528870
VYJV,Consumer Staples,296.443268
JTKT,Financials,272.489075
ANYJ,Health Care,45.213478
AVHC,Information Technology,207.105316
DVDO,Industrials,220.398270
EYLX,Consumer Discretionary,198.825684
CZYJ,Financials,1.121067
JYJH,Financials,111.818962
JVEF,Information Technology,-125.180428
MGEX,Utilities,-15.244087
APYN,Telecommunication Services,284.001770
VLSJ,Industrials,216.699387
SWKV,Information Technology,-420.262512
LKYE,Financials,-206.842804
AJMP,Utilities,402.217407
EZIK,Telecommunication Services,148.451157
QZGK,Consumer Staples,218.805664
QVRY,Industrials,289.423553
GDZY,Real Estate,-399.566833
KYXZ,Telecommunication Services,-263.065704
REKN,Utilities,141.879883
WEGO,Telecommunication Services,-412.649780
KSYZ,Financials,-396.952484
YRNQ,Utilities,274.950348
GXLJ,Industrials,372.952271
YQOX,Industrials,484.241516
RRHC,Telecommunication Services,-378.598846
YNYG,Industrials,120.776146
IBAD,Industrials,-362.244263
VXZY,Financials,-217.993805
MCEN,Consumer Discretionary,-416.460510
JZXW,Financials,-206.576706
YYTM,Health Care,-133.946472
IPTK,Consumer Staples,135.146667
WCKP,Telecommunication Services,8.152898
MLFO,Financials,-329.292633
GICG,Real Estate,-130.181976
HTFR,Telecommunication Services,-327.040436
OSUK,Telecommunication Services,-5.213019
GXHE,Utilities,-210.007965
PGZI,Telecommunication Services,-97.612595
BUHD,Real Estate,281.518921
BWMS,Information Technology,-474.074646
ZWSV,Consumer Discretionary,62.158848
VFVC,Real Estate,-134.982697
TLJZ,Consumer Discretionary,14.015320
BNRW,Utilities,256.034576
WHXM,Consumer Discretionary,-97.302864
QJFL,Energy,-375.867737
ICTM,Industrials,-405.987915
IKUD,Real Estate,435.683929
CUHD,Telecommunication Services,295.413879
XXVA,Telecommunication Services,-122.043945
XXMH,Utilities,106.791557
YXGU,Telecommunication Services,-383.632446
AJKM,Information Technology,159.989655
PBTK,Telecommunication Services,240.800079
JYDG,Utilities,-426.002594
ANSW,Health Care,354.151520
NISC,Telecommunication Services,87.154793
NBHE,Financials,-299.137177
DWLY,Industrials,174.428787
LLRY,Utilities,-11.678061
ENUR,Industrials,9.090335
YMNL,Financials,32.790916
OFQB,Consumer Staples,-117.089996
UKGS,Industrials,-459.099609
EWOY,Health Care,-161.344925
ERLK,Consumer Staples,290.219910
IOVP,Consumer Discretionary,215.145935
FWJU,Consumer Staples,259.747711
KUPR,Financials,23.153843
ZULF,Utilities,-318.422882
JRDF,Financials,191.093872
RNFD,Information Technology,-418.862335
XQHF,Industrials,417.380768
CSCQ,Energy,293.184784
AIIA,Financials,119.743675
TEWR,Consumer Discretionary,347.685974
FVIA,Financials,-323.213928
UTHI,Financials,312.936340
WQCI,Telecommunication Services,132.292923
SDXM,Financials,-472.742035
JOKA,Information Technology,50.544205
OPSF,Industrials,340.087921
RFXF,Information Technology,435.980316
BZIL,Consumer Discretionary,0.818690
DXFL,Energy,-22.611042
KCAN,Telecommunication Services,-356.906738
FKLJ,Industrials,402.584564
TIDK,Utilities,-359.353394
MIAP,Consumer Discretionary,137.865723
SPDH,Financials,-413.955719
CTCE,Consumer Discretionary,-121.002563
QWPX,Health Care,-320.050964
UMXL,Real Estate,-499.321960
TYRV,Consumer Discretionary,299.932831
IPVM,Health Care,340.343811
QUXE,Consumer Staples,-474.667877
BCIS,Financials,65.845940
NKKM,Energy,-356.948181
ZHET,Telecommunication Services,359.599457
GLZA,Information Technology,255.530228
PTSD,Financials,-212.655197
VLJX,Industrials,-487.039581
BTXP,Utilities,-379.702850
WHGR,Energy,-202.799316
COTH,Consumer Discretionary,-353.477631
BBVO,Industrials,-302.244049
VHLU,Consumer Discretionary,-412.450500
FKOJ,Industrials,-287.908173
JZCX,Utilities,45.625477
ANUH,Consumer Staples,-274.671631
KYVK,Utilities,281.164734
UBEU,Consumer Staples,-309.385223
RORW,Financials,-482.013855
NJRJ,Industrials,459.360229
GMRO,Telecommunication Services,103.100128
GJMM,Energy,-152.025299
BCIT,Financials,23.450422
VHTY,Telecommunication Services,-268.010651
CCNN,Real Estate,249.712418
IKQI,Energy,-144.108978
SLVA,Financials,-308.601593
MNFF,Utilities,480.864838
YRKK,Utilities,68.069366
YLCT,Industrials,165.744431
QCSD,Utilities,-307.043579
AUNU,Industrials,-376.403717
PPPE,Industrials,-393.873169
HFZL,Health Care,-268.673584
GYPY,Telecommunication Services,-496.008698
LSDO,Real Estate,475.954224
YGAS,Telecommunication Services,-365.045471
COWB,Consumer Discretionary,-12.950926
HPLO,Energy,-419.736664
VGHX,Consumer Discretionary,-407.590759
ZZGL,Telecommunication Services,321.388977
ERPQ,Energy,389.362244
IRLU,Industrials,-478.825623
TFZD,Consumer Staples,66.916443
NHBZ,Health Care,-285.292755
FLBF,Consumer Staples,-222.672256
FAJI,Energy,-451.907715
RZTB,Real Estate,137.981293
WZVF,Industrials,-434.867554
FSMW,Information Technology,62.367260
ITNI,Real Estate,-164.473343
BKMJ,Consumer Staples,-409.103790
FPAK,Financials,-54.896664
TGOP,Health Care,273.338135
WXEB,Energy,377.448669
YMOY,Utilities,443.398621
NJIF,Utilities,-205.254959
MUNB,Information Technology,-88.719566
EYNH,Real Estate,-23.992432
SYFX,Real Estate,286.978638
RSNA,Telecommunication Services,25.617970
LKJJ,Financials,373.270264
PNFP,Telecommunication Services,45.154270
HBLW,Consumer Staples,31.288462
UGRL,Health Care,-41.891811
BUYC,Consumer Discretionary,-244.837708
CFGO,Consumer Staples,251.288376
VGCX,Telecommunication Services,141.650253
TLEK,Information Technology,261.937378
QBRE,Industrials,275.259460
QFRT,Financials,-277.435547
RPOI,Real Estate,338.731964
BYAI,Industrials,-155.725571
QVUL,Telecommunication Services,-101.292366
BYII,Energy,412.720551
IIXG,Telecommunication Services,164.948761
XXLY,Information Technology,410.929504
EUBO,Utilities,-91.117249
VYKY,Information Technology,-57.082005
VBQW,Consumer Staples,-9.247261
NQUI,Health Care,-371.753510
IKTX,Financials,197.446335
IYLT,Health Care,-385.105225
WVNO,Information Technology,466.933167
YSEF,Industrials,-223.522964
BTLC,Consumer Discretionary,-114.445572
IYGD,Consumer Discretionary,-194.531693
VTCD,Information Technology,-47.735344
DYTY,Consumer Staples,360.121826
IFUB,Utilities,156.981354
FJQU,Utilities,-151.066925
IAWH,Telecommunication Services,14.958129
KVSJ,Health Care,-422.548859
HTHB,Telecommunication Services,473.661011
YNLA,Telecommunication Services,-127.782524
KWNZ,Telecommunication Services,190.930878
FYPA,Information Technology,339.641174
DMXV,Industrials,-295.079468
AJHJ,Industrials,-330.127899
FTDA,Utilities,-155.656326
WFKX,Health Care,-190.929688
OYQO,Utilities,141.488052
NGZK,Real Estate,-261.235107
KQNW,Utilities,166.363602
ZRVT,Health Care,314.406219
GUCE,Consumer Staples,-475.411530
AIDD,Real Estate,360.244476
YQTD,Health Care,-328.012360
DYLJ,Information Technology,-167.615677
VQRF,Industrials,-295.423615
KEEH,Consumer Discretionary,164.075165
EGQU,Industrials,420.404663
JZIK,Consumer Discretionary,-0.492752
NFFL,Consumer Discretionary,250.841980
NDNC,Consumer Staples,-177.677658
NLQA,Utilities,496.373749
GPOS,Information Technology,-107.003540
TVSL,Energy,295.015381
IHNR,Consumer Discretionary,-443.033569
ZLJW,Consumer Staples,378.784119
MGQB,Industrials,-478.145355
KVEK,Real Estate,-88.324074
VZRN,Consumer Staples,-69.966431
IEFU,Information Technology,162.799561
DEWG,Consumer Staples,171.236725
ZEPB,Consumer Discretionary,450.894897
LLQA,Telecommunication Services,-460.545288
IHSE,Utilities,-158.101959
GMYI,Financials,148.734970
IJND,Real Estate,-193.108490
QMVE,Information Technology,284.744446
UZHQ,Consumer Discretionary,-349.510376
SJSW,Information Technology,10.233008
FCSX,Real Estate,-59.436565
ALMV,Consumer Discretionary,263.205750
VZWT,Telecommunication Services,-358.062958
HXKQ,Utilities,438.794281
TVJF,Real Estate,467.102325
FEBF,Real Estate,-20.774956
CUDA,Real Estate,205.389786
DCHA,Financials,-140.628220
WDSL,Financials,-126.138527
SVIY,Real Estate,50.524185
DSDD,Consumer Discretionary,421.457153
JWUN,Consumer Discretionary,257.916168
EXBY,Health Care,-50.549911
WSSX,Energy,345.165527
XAMH,Consumer Discretionary,-363.341736
LHFP,Information Technology,489.121094
AVWG,Telecommunication Services,-308.005310
QUMD,Energy,452.987244
OZVW,Real Estate,6.589923
LWXB,Consumer Staples,-410.590515
GDHE,Energy,-92.445938
OASX,Financials,-354.843719
XLLB,Health Care,-366.250488
FIYW,Financials,445.359985
OZOP,Consumer Staples,296.845154
TBCW,Energy,-192.820801
CSTJ,Financials,447.722107
IMMA,Industrials,-427.950562
HTAB,Utilities,173.670486
XGSJ,Financials,-432.575684
TFQR,Consumer Staples,33.668201
TRPP,Utilities,-168.960785
TSGL,Health Care,212.753265
PSUN,Real Estate,-133.871033
GHHH,Financials,-432.028290
PBAC,Real Estate,-18.316355
GFSX,Health Care,-229.816803
RJHQ,Health Care,273.339844
MTKG,Financials,409.287750
AVHS,Consumer Discretionary,39.642902
GKNS,Information Technology,52.081089
ODTW,Real Estate,-173.209961
OVKX,Financials,235.932220
BQWY,Telecommunication Services,396.297363
XZUD,Energy,-274.240356
GDAE,Consumer Staples,-403.920990
YQGO,Telecommunication Services,-282.168030
PJYV,Health Care,-487.964294
UKGC,Consumer Discretionary,64.028107
MWOI,Consumer Discretionary,441.382965
PZIS,Industrials,255.907745
YMLI,Financials,208.012695
NCVY,Industrials,44.440353
MYMA,Real Estate,173.191010
DSVQ,Health Care,-305.573883
ZVUG,Consumer Staples,-259.382416
UVXH,Industrials,261.195618
FDUL,Utilities,-249.803406
IGMZ,Health Care,-319.757477
XIAS,Telecommunication Services,157.047272
PDOU,Energy,87.900665
GGPL,Energy,-51.709557
AIOZ,Consumer Staples,-414.138733
FJWS,Energy,-72.550430
HMET,Real Estate,-417.013947
UCZH,Consumer Discretionary,256.499481
HVJF,Real Estate,193.592545
ERLB,Consumer Discretionary,-27.232307
SCCK,Health Care,204.574844
CMLH,Information Technology,-376.981476
YHAQ,Industrials,-49.262703
FKHN,Energy,343.554688
CQEF,Information Technology,469.582062
XEDH,Consumer Discretionary,-281.229584
CZUA,Consumer Discretionary,159.445908
DTCB,Financials,257.156097
OXTZ,Consumer Discretionary,-100.312874
QJMD,Consumer Discretionary,361.072144
YJPF,Real Estate,-261.093781
LBEM,Consumer Discretionary,39.277016
UOXT,Health Care,-192.931549
LSUZ,Industrials,-321.191620
OBQZ,Financials,-215.090363
GQDP,Financials,-186.678482
APSS,Real Estate,209.137665
OPUT,Information Technology,-439.018951
QWER,Industrials,-279.605865
MBNZ,Utilities,161.402725
GRLA,Consumer Discretionary,-463.747986
XPMQ,Industrials,-449.552521
SQGY,Health Care,485.162811
GYUB,Telecommunication Services,-368.349365
QDXH,Information Technology,-427.419861
AODE,Consumer Discretionary,-351.457489
CVPP,Telecommunication Services,481.684326
KREE,Utilities,62.949371
JGHJ,Telecommunication Services,425.342072
TIRB,Health Care,460.930542
DFPT,Health Care,-303.624756
FWYD,Energy,157.164825
WXHL,Financials,169.234558
JRUM,Industrials,481.699371
MXMH,Industrials,-71.969666
MGFE,Consumer Staples,-147.489243
JCXT,Utilities,222.348587
RJYY,Consumer Discretionary,239.022980
OTQH,Health Care,-200.335709
KFHT,Utilities,466.046692
ORFB,Telecommunication Services,-491.538544
BTUU,Energy,366.412506
SUKN,Industrials,203.094604
TPUV,Real Estate,-382.902313
KBIT,Financials,-52.027130
XHSA,Health Care,424.256012
EBYE,Utilities,129.018677
RPZZ,Consumer Staples,-449.500671
ZKYD,Health Care,321.881958
KOIE,Utilities,451.699921
SHPL,Utilities,-402.337769
RQQD,Telecommunication Services,-50.637989
HNBU,Telecommunication Services,-285.640259
WKVU,Consumer Discretionary,36.724968
NRBA,Real Estate,183.204773
EIXB,Industrials,66.217232
NQDX,Utilities,258.664368
QWCL,Telecommunication Services,-301.290924
RPST,Financials,-21.690359
ITWY,Real Estate,438.059540
ZNFO,Consumer Discretionary,338.062408
VFUS,Health Care,-311.014130
UHNQ,Consumer Staples,259.240479
NROM,Industrials,43.381969
PFGL,Financials,477.063660
FKXB,Real Estate,-225.470413
MDEF,Consumer Staples,-326.084717
IHBI,Information Technology,-476.994537
HKLR,Real Estate,-436.988464
YXKO,Financials,-391.579620
AJVU,Telecommunication Services,121.352516
QAMN,Consumer Discretionary,344.787567
EUOQ,Energy,380.951385
RDTU,Real Estate,-424.043579
OBRA,Information Technology,334.447510
ZNZP,Information Technology,184.822083
QMMJ,Health Care,-147.684921
ETPE,Health Care,276.620575
JXXM,Consumer Staples,-308.067596
PHKV,Energy,-34.578053
OYCQ,Consumer Staples,-21.743126
XXLR,Financials,147.243958
IRWZ,Health Care,-249.027527
PGFZ,Financials,-344.607300
BNPW,Telecommunication Services,-205.488907
QWTD,Energy,78.721336
IAHR,Consumer Discretionary,180.572189
UVRY,Information Technology,267.328918
QVPM,Consumer Discretionary,-401.224304
ZAOP,Energy,-243.487411
TEBM,Financials,-134.519180
CXRU,Information Technology,191.193451
GUUN,Energy,275.282593
RIIE,Financials,244.008270
VPMD,Consumer Discretionary,182.717361
KSCU,Telecommunication Services,8.682547
RZYW,Health Care,0.028230
OVFJ,Industrials,-494.781342
ZMYJ,Consumer Staples,330.046875
RCYU,Energy,113.309120
YDMI,Financials,484.857025
LRLJ,Utilities,-105.334999
ENWG,Utilities,-467.552979
AXLD,Consumer Discretionary,238.313339
CQBW,Consumer Discretionary,418.671143
OAZX,Health Care,122.819847
EIYX,Energy,-397.197113
AEFK,Consumer Discretionary,-362.848297
OJZB,Financials,-381.914337
OSNI,Utilities,88.245461
UDGV,Real Estate,22.139256
BDYJ,Utilities,384.203949
RBTB,Consumer Discretionary,-15.346751
GDRU,Financials,-155.887024
DMOD,Information Technology,384.794708
TWPJ,Health Care,-491.053528
HEEC,Real Estate,153.149292
AVFK,Consumer Discretionary,225.683182
YKUJ,Real Estate,373.109924
SKVV,Industrials,28.601276
VLMW,Industrials,-15.034150
QQSO,Industrials,316.103912
ZOVG,Information Technology,451.618256
HHJO,Telecommunication Services,467.674591
EKTK,Utilities,-48.588795
UZDQ,Consumer Discretionary,474.524109
NQEK,Utilities,186.194611
SHCA,Information Technology,51.791222
YPQG,Financials,348.032074
GARV,Consumer Discretionary,-232.338852
YKZH,Industrials,-446.136993
HITA,Energy,-369.281952
RMQU,Utilities,494.609650
FMPT,Financials,-55.239601
QTBJ,Consumer Discretionary,295.823853
CLXD,Health Care,24.131168
TVGT,Energy,284.537231
TSLL,Consumer Staples,37.327862
UBMJ,Industrials,-363.125122
HSYP,Health Care,483.437775
SYPC,Consumer Discretionary,151.800629
WGRS,Energy,458.930847
IEQD,Real Estate,-47.889767
JUPK,Energy,37.000641
ZHOK,Information Technology,-447.862427
IBZP,Telecommunication Services,140.712662
FJRD,Utilities,-459.916077
KUJA,Information Technology,-256.577728
JRQY,Consumer Staples,-22.281288
RBXJ,Information Technology,-143.952454
HUYC,Consumer Discretionary,192.846954
HOXE,Real Estate,-334.664154
PZFK,Information Technology,403.139801
NHNH,Information Technology,447.182861
WZFC,Real Estate,333.511139
KYLJ,Real Estate,89.631645
EVOH,Telecommunication Services,-305.998627
SPGQ,Consumer Staples,134.371872
PSVT,Health Care,273.489319
SISK,Consumer Discretionary,72.717949
XCSI,Health Care,142.479507
SKEJ,Consumer Staples,-346.801361
PICM,Financials,113.992249
XHOM,Health Care,63.443008
ZRGJ,Utilities,24.452986
CFZY,Industrials,375.096497
VRHZ,Information Technology,-237.797974
CWBW,Financials,69.110413
